的	u0
𧉊	hc
𧉋	cv
𧉌	rc
𧉍	ci
𧉎	cv
𧉏	vc
𧉐	cr
𧉑	ci
𧉒	uc
𧉓	ec
𧉔	ca
𧉕	tc
𧉖	cq
𧉗	mc
𧉘	sc
𧉙	cs
𧉚	ce
𧉛	ci
𧉜	bc
𧉝	ca
𧉞	ca
𧉟	cd
𧉠	cd
𧉡	cp
𧉢	ce
𧉣	ci
𧉤	cl
𧉥	ac
𧉦	cn
𧉧	ck
𧉨	uc
𧉩	cr
𧉪	sc
𧉫	cr
𧉬	cd
𧉭	bc
𧉮	ce
𧉯	ck
𧉰	cy
𧉱	ci
𧉲	ce
𧉳	cu
𧉴	ec
𧉵	ca
𧉶	ic
𧉷	xc
𧉸	ct
𧉹	ca
𧉺	lc
𧉻	cu
𧉼	ci
𧉽	cr
𧉾	ac
𧉿	ca
𧊀	cd
𧊁	cq
𧊂	cw
𧊃	hc
𧊄	ch
𧊆	jc
𧊇	jc
𧊈	dc
𧊉	cr
𧊊	ct
𧊋	cg
𧊌	ca
𧊍	cb
𧊎	cn
𧊏	ck
𧊐	cb
𧊑	ce
𧊒	mc
𧊓	ci
𧊔	pc
𧊕	cn
𧊖	cu
𧊗	cq
𧊘	ca
𧊙	co
𧊚	cd
𧊛	cd
𧊜	cs
𧊝	lc
𧊞	cp
𧊟	bc
𧊠	cj
𧊡	uc
𧊢	fc
𧊣	ct
𧊤	cc
𧊥	ci
𧊦	ca
𧊧	jc
𧊨	cm
𧊩	ce
𧊪	fc
𧊫	cp
𧊬	lc
𧊭	cm
𧊮	lc
𧊯	zc
𧊰	jc
𧊱	ce
𧊲	cn
𧊳	cf
𧊴	cf
𧊵	cv
𧊶	ce
𧊷	cb
𧊸	cm
𧊹	wc
𧊺	cq
𧊻	cg
𧊼	cw
𧊽	cp
𧊾	pc
𧊿	gc
𧋀	co
𧋁	cg
𧋂	cn
𧋃	ch
𧋄	ch
𧋅	cw
𧋆	ca
𧋇	cs
𧋈	cm
𧋉	ch
𧋊	kc
𧋋	cd
𧋌	nc
𧋍	ct
𧋎	cd
𧋏	cc
𧋐	cx
𧋑	cb
𧋒	cc
𧋓	cd
𧋔	uc
𧋕	ce
𧋖	ca
𧋗	bg
𧋘	ct
𧋙	ch
𧋚	jc
𧋛	fc
𧋜	ac
𧋝	ce
𧋞	cm
𧋟	ck
𧋠	jc
𧋢	ch
𧋣	cd
𧋤	cp
𧋥	cp
𧋦	cv
𧋧	cg
𧋨	cp
𧋩	pc
𧋪	cn
𧋫	ch
𧋬	ci
𧋭	cg
𧋮	cg
𧋯	oc
𧋰	tc
𧋲	zc
𧋳	uc
𧋴	hc
𧋵	cn
𧋶	cr
𧋷	ch
𧋸	cn
𧋹	cf
𧋺	ch
𧋻	cd
𧋼	cl
𧋽	cf
𧋾	cm
𧋿	cj
𧌀	cd
𧌁	jc
𧌂	cs
𧌃	cb
𧌄	ca
𧌅	cr
𧌆	cg
𧌇	cv
𧌈	cr
𧌉	cg
𧌊	cv
𧌋	cz
𧌌	vc
𧌍	ck
𧌎	ch
𧌏	co
𧌐	ec
𧌑	cm
𧌒	pc
𧌓	cn
𧌔	ec
𧌕	ch
𧌖	ca
𧌗	cr
𧌘	vc
𧌙	tc
𧌚	cc
𧌛	tc
𧌜	ac
𧌝	mc
𧌞	cz
𧌟	qc
𧌠	uc
𧌡	cc
𧌢	ic
𧌣	pc
𧌤	cp
𧌥	cp
𧌦	kc
𧌧	ca
𧌨	ca
𧌩	dc
𧌪	qc
𧌫	cg
𧌬	cy
𧌭	cj
𧌮	ci
𧌯	cg
𧌰	cv
𧌱	lc
𧌲	oc
𧌳	cm
𧌴	ct
𧌵	cp
𧌶	gc
𧌷	cy
𧌸	cn
𧌹	cm
𧌺	cp
𧌻	ec
𧌼	cp
𧌽	cf
𧌾	ca
𧌿	ac
𧍀	nc
𧍁	cj
𧍂	cv
𧍃	cr
𧍄	cp
𧍅	jc
𧍆	cy
𧍇	cb
𧍈	cd
𧍉	ci
𧍊	cg
𧍋	ck
𧍌	cd
𧍍	cj
𧍎	co
𧍏	cc
𧍐	cp
𧍑	cf
𧍒	cl
𧍓	tc
𧍔	cb
𧍕	cz
𧍖	cq
𧍗	cd
𧍘	ci
𧍙	lc
𧍚	cu
𧍛	cs
𧍜	cm
𧍝	cr
𧍞	ca
𧍟	lc
𧍠	cy
𧍡	cp
𧍢	pc
𧍣	lc
𧍤	ch
𧍥	ct
𧍦	hc
𧍧	cd
𧍨	dc
𧍩	cm
𧍪	cv
𧍫	cg
𧍬	cl
𧍭	ck
𧍮	cd
𧍯	cc
𧍰	cl
𧍱	cy
𧍲	cb
𧍳	cj
𧍴	ch
𧍵	cc
𧍶	cb
𧍷	lc
𧍸	hc
𧍹	cm
𧍺	cb
𧍻	jc
𧍼	cp
𧍽	xg
𧍾	cc
𧍿	ce
𧎀	ec
𧎁	cp
𧎂	cc
𧎃	vc
𧎄	ch
𧎅	gr
𧎆	nc
𧎇	cc
𧎈	cp
𧎉	ci
𧎊	cy
𧎋	ck
𧎌	ac
𧎍	ch
𧎎	cq
𧎏	fc
𧎐	cc
𧎑	cm
𧎒	ci
𧎓	cc
𧎔	cl
𧎕	ac
𧎖	ck
𧎗	xc
𧎘	ck
𧎙	cz
𧎚	cr
𧎛	cm
𧎜	cy
𧎝	cm
𧎞	ce
𧎟	ct
𧎠	cv
𧎡	cd
𧎢	co
𧎣	cq
𧎤	ci
𧎥	cz
𧎦	ch
𧎧	cu
𧎨	cn
𧎩	ce
𧎪	bc
𧎫	co
𧎬	qc
𧎭	zc
𧎮	ic
𧎯	cj
𧎰	cc
𧎱	mc
𧎲	cg
𧎳	ci
𧎴	cd
𧎵	cp
𧎶	ic
𧎷	cs
𧎸	cg
𧎹	gc
𧎺	cz
𧎻	ic
𧎼	ca
𧎽	co
𧎾	cy
𧎿	ac
𧏀	ch
𧏁	fg
𧏂	cm
𧏃	cm
𧏄	hc
𧏅	zc
𧏆	qc
𧏇	mc
𧏈	co
𧏉	ch
𧏊	lc
𧏋	nc
𧏌	gc
𧏍	tc
𧏎	cc
𧏏	cf
𧏐	xc
𧏑	ci
𧏒	oc
𧏓	cq
𧏔	ng
𧏕	cj
𧏖	ch
𧏗	co
𧏘	cr
𧏙	ck
𧏚	gr
𧏛	sc
𧏜	cm
𧏝	kc
𧏞	cu
𧏟	pc
𧏠	ce
𧏡	ch
𧏢	ca
𧏣	cm
𧏤	lc
𧏥	ch
𧏦	cc
𧏧	ch
𧏨	vc
𧏩	ck
𧏪	ce
𧏫	cr
𧏬	cc
𧏭	cv
𧏮	ch
𧏯	ck
𧏰	cp
𧏱	ca
𧏲	cc
𧏳	cn
𧏴	cu
𧏵	ct
𧏶	cy
𧏷	cq
𧏸	cc
𧏹	cj
𧏺	cd
𧏻	cu
𧏼	ic
𧏽	ch
𧏿	cu
𧐀	ce
𧐁	ce
𧐂	qc
𧐃	cm
𧐄	ce
𧐅	cf
𧐆	ic
𧐇	ck
𧐈	lc
𧐉	oc
𧐊	cp
𧐋	cs
𧐌	dc
𧐍	cp
𧐎	ce
𧐏	bc
𧐐	co
𧐑	cy
𧐒	cu
𧐓	dc
𧐔	cu
𧐕	ck
𧐖	cu
𧐗	ct
𧐘	kc
𧐙	cs
𧐚	cc
𧐛	ch
𧐜	gc
𧐝	cj
𧐞	cn
𧐟	ch
𧐠	xc
𧐡	gc
𧐢	cv
𧐣	cs
𧐤	cq
𧐥	cs
𧐦	cc
𧐧	ac
𧐨	gc
𧐩	cj
𧐪	ct
𧐫	cc
𧐬	cb
𧐭	ch
𧐮	yc
𧐯	qc
𧐰	mc
𧐱	wc
𧐲	cr
𧐳	ck
𧐴	cu
𧐵	zc
𧐶	nc
𧐷	cg
𧐸	ce
𧐹	cl
𧐺	cu
𧐻	cu
𧐼	cn
𧐽	cc
𧐾	ct
𧐿	cf
𧑀	ce
𧑁	ce
𧑂	cd
𧑃	ch
𧑄	ck
𧑅	cn
𧑆	cd
𧑇	ce
𧑈	co
𧑉	oc
𧑊	cy
𧑋	co
𧑌	ch
𧑍	cu
𧑎	sc
𧑏	cv
𧑐	cd
𧑑	cu
𧑒	ch
𧑓	ck
𧑔	cu
𧑕	ch
𧑖	ec
𧑗	ct
𧑘	kc
𧑙	co
𧑚	cw
𧑛	ca
𧑜	cv
𧑝	uc
𧑞	cc
𧑟	cl
𧑠	cm
𧑡	cm
𧑢	xg
𧑣	gc
𧑤	tc
𧑥	ic
𧑦	cj
𧑧	mc
𧑨	ac
𧑩	cf
𧑪	tc
𧑫	ch
𧑬	tc
𧑭	gc
𧑮	cl
𧑯	qc
𧑰	co
𧑱	cd
𧑲	cu
𧑳	cc
𧑴	wc
𧑵	ca
𧑶	cg
𧑷	cq
𧑸	tc
𧑹	co
𧑺	ct
𧑻	cs
𧑼	sc
𧑽	cp
𧑾	cm
𧑿	ic
𧒀	ch
𧒁	xc
𧒂	tc
𧒃	gc
𧒄	co
𧒅	cr
𧒆	ck
𧒇	co
𧒈	gc
𧒉	xc
𧒊	co
𧒋	ce
𧒌	cs
𧒍	pc
𧒎	tc
𧒏	fc
𧒐	cg
𧒑	cp
𧒒	hc
𧒓	ct
𧒔	fc
𧒕	hc
𧒖	cu
𧒗	cd
𧒘	cv
𧒙	tc
𧒚	lc
𧒛	oc
𧒜	tc
𧒝	cc
𧒞	cv
𧒟	wc
𧒠	ct
𧒡	wc
𧒢	ac
𧒣	lc
𧒤	zc
𧒥	sc
𧒦	hc
𧒧	wc
𧒨	lg
𧒩	cz
𧒪	co
𧒫	ct
𧒬	ct
𧒭	cu
𧒮	ce
𧒯	co
𧒰	ch
𧒱	cu
𧒲	cc
𧒳	cm
𧒴	cu
𧒵	cg
𧒶	cp
𧒷	cp
𧒸	ch
𧒹	ca
𧒺	cs
𧒻	cg
𧒼	cr
𧒾	sc
𧒿	cn
𧓀	jc
𧓁	ch
𧓂	gc
𧓃	oc
𧓄	cn
𧓅	cf
𧓆	ck
𧓇	cr
𧓈	cm
𧓉	qc
𧓊	rc
𧓋	cg
𧓌	cc
𧓍	co
𧓎	uc
𧓏	cj
𧓐	lc
𧓑	tc
𧓒	ch
𧓓	ca
𧓔	pc
𧓕	ec
𧓖	vc
𧓗	ce
𧓘	ck
𧓙	ce
𧓚	gc
𧓛	cn
𧓜	ce
𧓝	cm
𧓞	ca
𧓟	uc
𧓠	cd
𧓡	cf
𧓢	bc
𧓣	xc
𧓤	nc
𧓥	cc
𧓦	ca
𧓧	cl
𧓨	nc
𧓩	co
𧓪	ci
𧓫	wc
𧓬	ch
𧓭	cr
𧓮	nc
𧓯	cc
𧓰	cp
𧓱	nc
𧓲	cq
𧓳	co
𧓴	cu
𧓵	lc
𧓶	cu
𧓷	yc
𧓸	ct
𧓹	dc
𧓺	cc
𧓻	ch
𧓼	cc
𧓽	xc
𧓾	ch
𧓿	lc
𧔀	cr
𧔁	mc
𧔂	wc
𧔃	wc
𧔄	ac
𧔅	ch
𧔆	qc
𧔇	cl
𧔈	kc
𧔉	ce
𧔊	cg
𧔋	ck
𧔌	ck
𧔍	cm
𧔎	co
𧔏	lc
𧔐	lc
𧔑	hc
𧔒	ca
𧔓	ac
𧔔	hc
𧔕	cz
𧔖	co
𧔗	tc
𧔘	ct
𧔙	ck
𧔚	cb
𧔛	ct
𧔜	co
𧔝	cs
𧔞	xc
𧔟	cn
𧔠	cp
𧔡	cc
𧔢	zc
𧔣	co
𧔤	qc
𧔥	cu
𧔦	cc
𧔧	hc
𧔨	bc
𧔩	lc
𧔪	sc
𧔫	cg
𧔬	ce
𧔭	hc
𧔮	vc
𧔯	vc
𧔰	uc
𧔱	pc
𧔲	wc
𧔳	bc
𧔴	lc
𧔵	ac
𧔶	ic
𧔷	cu
𧔸	cd
𧔹	cg
𧔺	dc
𧔻	vc
𧔼	cp
𧔽	cg
𧔾	cw
𧔿	cu
𧕀	cg
𧕁	cf
𧕂	cf
𧕃	cw
𧕄	ch
𧕅	cd
𧕆	cp
𧕇	cg
𧕈	cc
𧕉	ch
𧕊	cr
𧕋	cd
𧕌	qc
𧕍	cd
𧕎	kc
𧕏	lc
𧕐	fc
𧕑	ic
𧕒	tc
𧕓	cd
𧕔	gc
𧕕	fc
𧕖	cr
𧕗	ch
𧕘	cu
𧕙	jc
𧕚	cy
𧕛	dc
𧕜	mc
𧕝	wc
𧕞	xc
𧕟	cr
𧕠	tc
𧕡	ch
𧕢	ic
𧕣	uc
𧕤	mc
𧕥	cm
𧕦	dc
𧕧	pc
𧕨	cq
𧕩	cq
𧕪	cy
𧕫	cg
𧕬	cz
𧕭	ca
𧕮	cu
𧕯	cx
𧕰	nc
𧕱	vc
𧕲	uc
𧕳	ci
𧕴	lc
𧕵	dc
𧕶	gc
𧕷	lc
𧕸	nc
𧕹	pc
𧕺	ci
𧕻	ct
𧕼	sc
𧕽	dc
𧕾	nc
𧕿	rc
𧖀	ic
𧖁	gc
𧖂	ra
𧖃	cm
𧖄	xc
𧖅	wc
𧖆	cu
𧖇	xc
𧖈	qc
𧖉	cc
𧖊	qc
𧖋	cg
𧖌	cm
𧖍	tn
𧖎	qc
𧖏	cc
𧖐	ce
𧖑	bc
𧖒	ct
𧖓	nc
𧖔	mc
𧖕	tc
𧖖	cv
𧖗	cb
𧖘	cu
𧖙	oc
𧖚	nc
𧖛	dv
𧖜	cj
𧖝	uc
𧖞	wc
𧖟	qc
𧖠	sc
𧖡	lc
𧖢	sc
𧖣	cc
𧖤	ec
𧖥	pc
𧖦	ec
𧖧	ta
𧖨	ta
𧖩	ts
𧖪	tl
𧖫	tj
𧖬	ua
𧖭	sa
𧖮	to
𧖯	ca
𧖰	tb
𧖱	tb
𧖲	tx
𧖳	ma
𧖴	xa
𧖵	tp
𧖶	ka
𧖷	th
𧖸	ra
𧖹	tj
𧖺	va
𧖻	tf
𧖼	td
𧖽	oa
𧖾	tm
𧖿	tl
𧗀	ta
𧗁	ba
𧗂	th
𧗃	ea
𧗄	qa
𧗅	te
𧗆	la
𧗇	ia
𧗈	tk
𧗉	ka
𧗊	ba
𧗋	te
𧗌	tn
𧗍	ga
𧗎	la
𧗏	to
𧗐	th
𧗑	ma
𧗒	ip
𧗓	ia
𧗔	tm
𧗕	pa
𧗖	xa
𧗗	tl
𧗘	la
𧗙	ba
𧗚	ba
𧗛	xa
𧗜	xa
𧗝	pk
𧗞	pj
𧗟	pj
𧗠	pw
𧗡	pj
𧗢	po
𧗣	pv
𧗤	pl
𧗥	pg
𧗦	pl
𧗧	po
𧗨	pd
𧗪	ps
𧗫	pk
𧗬	po
𧗭	ps
𧗮	pd
𧗯	pm
𧗰	pm
𧗱	pp
𧗲	pn
𧗳	ps
𧗴	pt
𧗵	pn
𧗶	pn
𧗷	pi
𧗸	pp
𧗹	px
𧗺	ph
𧗻	ph
𧗼	pi
𧗽	pm
𧗾	pm
𧗿	pn
𧘀	pe
𧘁	pp
𧘂	pd
𧘃	po
𧘄	pk
𧘅	po
𧘆	pa
𧘇	tt
𧘈	tr
𧘉	tm
𧘊	to
𧘋	th
𧘌	tv
𧘍	tu
𧘎	ta
𧘏	tb
𧘐	tr
𧘑	ti
𧘒	tf
𧘓	tb
𧘔	ty
𧘕	tf
𧘖	ti
𧘗	dt
𧘘	tn
𧘙	tf
𧘚	ta
𧘛	ti
𧘜	tl
𧘝	tv
𧘞	tj
𧘟	tr
𧘠	tp
𧘡	tt
𧘢	tb
𧘣	tr
𧘤	tk
𧘥	tg
𧘦	tn
𧘧	ta
𧘨	tg
𧘩	lt
𧘪	tl
𧘫	tf
𧘬	tl
𧘭	ta
𧘮	tm
𧘯	tv
𧘰	tt
𧘱	tv
𧘲	ts
𧘳	th
𧘴	ft
𧘵	tt
𧘶	th
𧘷	ty
𧘸	ts
𧘹	ti
𧘺	tr
𧘻	tt
𧘼	to
𧘽	bt
𧘾	tt
𧘿	ts
𧙀	ti
𧙁	st
𧙂	tt
𧙃	tz
𧙄	tf
𧙅	td
𧙆	ty
𧙇	tp
𧙈	td
𧙉	tm
𧙊	tn
𧙋	th
𧙌	tv
𧙍	tt
𧙎	tg
𧙏	td
𧙐	mt
𧙑	zt
𧙒	tl
𧙓	tw
𧙔	tg
𧙕	ta
𧙖	tc
𧙗	td
𧙘	nt
𧙙	tr
𧙚	tt
𧙛	tr
𧙜	at
𧙝	ti
𧙞	tm
𧙟	tt
𧙠	ti
𧙡	tc
𧙢	tu
𧙣	tb
𧙤	te
𧙥	td
𧙦	th
𧙧	te
𧙨	jt
𧙩	tp
𧙪	td
𧙫	tq
𧙬	zt
𧙭	bt
𧙮	tp
𧙯	ht
𧙰	th
𧙱	tr
𧙲	ta
𧙳	jt
𧙴	zt
𧙵	th
𧙶	wt
𧙷	tp
𧙸	tf
𧙹	td
𧙺	td
𧙻	tb
𧙼	ts
𧙽	tc
𧙾	jt
𧙿	tt
𧚀	tk
𧚁	tp
𧚂	tl
𧚃	ti
𧚄	tp
𧚅	ti
𧚆	th
𧚇	tp
𧚈	th
𧚉	th
𧚊	ta
𧚋	ta
𧚌	tg
𧚍	ti
𧚎	tq
𧚏	tx
𧚐	nt
𧚑	td
𧚒	qt
𧚓	tr
𧚔	tt
𧚕	tw
𧚖	tp
𧚗	ta
𧚘	tv
𧚙	tw
𧚚	kt
𧚛	it
𧚜	tr
𧚝	ut
𧚞	td
𧚟	tv
𧚠	nt
𧚡	tt
𧚢	tp
𧚣	dt
𧚤	tl
𧚥	tr
𧚦	te
𧚧	tp
𧚨	ts
𧚩	xt
𧚪	tb
𧚫	tv
𧚬	tu
𧚭	te
𧚮	tu
𧚯	tr
𧚰	tr
𧚱	zt
𧚲	ot
𧚳	tp
𧚴	tc
𧚵	ct
𧚶	tp
𧚷	to
𧚸	tt
𧚹	tv
𧚺	ts
𧚻	tu
𧚼	td
𧚽	tl
𧚾	zt
𧚿	qt
𧛀	et
𧛁	tt
𧛂	tc
𧛃	tx
𧛄	tt
𧛅	tt
𧛆	to
𧛇	tp
𧛈	tj
𧛉	th
𧛊	to
𧛋	th
𧛌	ti
𧛍	tv
𧛎	tk
𧛏	ti
𧛐	ty
𧛑	tg
𧛒	tm
𧛓	th
𧛔	tk
𧛕	tq
𧛖	te
𧛗	tm
𧛘	tf
𧛙	te
𧛚	tt
𧛛	tp
𧛜	gt
𧛝	th
𧛞	tv
𧛟	tl
𧛠	th
𧛡	td
𧛢	th
𧛣	ct
𧛤	th
𧛥	tg
𧛦	ft
𧛧	dl
𧛨	it
𧛩	tg
𧛪	td
𧛫	tv
𧛬	lt
𧛭	td
𧛮	tf
𧛯	ht
𧛰	tq
𧛱	jt
𧛲	tt
𧛳	tm
𧛴	th
𧛵	ot
𧛶	tk
𧛷	td
𧛸	ts
𧛹	tz
𧛺	tn
𧛻	ti
𧛼	tk
𧛽	ct
𧛾	ta
𧛿	tx
𧜀	ta
𧜁	tr
𧜂	tr
𧜃	tp
𧜄	tg
𧜅	td
𧜆	tn
𧜇	tm
𧜈	th
𧜉	gt
𧜊	to
𧜋	tl
𧜌	et
𧜍	tk
𧜎	tu
𧜏	zt
𧜐	ta
𧜑	tr
𧜒	tl
𧜓	tf
𧜔	tv
𧜕	tm
𧜖	th
𧜗	tn
𧜘	to
𧜙	to
𧜚	vt
𧜛	tt
𧜜	vt
𧜝	tk
𧜞	tr
𧜟	it
𧜠	tn
𧜡	ta
𧜢	th
𧜣	tx
𧜤	nt
𧜥	tc
𧜦	tu
𧜧	tp
𧜨	tu
𧜩	tl
𧜪	tq
𧜫	tx
𧜬	tc
𧜭	tv
𧜮	tr
𧜯	vt
𧜰	th
𧜱	tb
𧜲	tv
𧜳	td
𧜴	te
𧜵	tr
𧜶	tg
𧜷	ct
𧜸	ty
𧜹	tv
𧜺	te
𧜻	lt
𧜼	gt
𧜽	tt
𧜾	tt
𧜿	tn
𧝀	th
𧝂	to
𧝃	td
𧝄	tc
𧝅	tz
𧝆	to
𧝇	to
𧝈	tc
𧝉	tf
𧝊	tp
𧝋	th
𧝌	tc
𧝍	tv
𧝎	td
𧝏	xt
𧝐	td
𧝑	tu
𧝒	tn
𧝓	tn
𧝔	tc
𧝕	tg
𧝖	rt
𧝗	gt
𧝘	tp
𧝙	tq
𧝚	ht
𧝛	jt
𧝜	ty
𧝝	to
𧝞	ti
𧝟	st
𧝠	th
𧝡	td
𧝢	th
𧝣	ut
𧝤	tt
𧝥	tn
𧝦	xt
𧝧	tp
𧝨	td
𧝩	tq
𧝪	tk
𧝫	tr
𧝬	ft
𧝭	to
𧝮	th
𧝯	tt
𧝰	ta
𧝱	tz
𧝲	tj
𧝳	th
𧝴	tq
𧝵	te
𧝶	tf
𧝷	pt
𧝸	tu
𧝹	fi
𧝺	te
𧝻	tl
𧝼	tp
𧝽	te
𧝾	tm
𧝿	tf
𧞀	ti
𧞁	tf
𧞂	tp
𧞃	tn
𧞄	ta
𧞅	tu
𧞆	tg
𧞇	th
𧞈	ot
𧞉	et
𧞊	tq
𧞋	tc
𧞌	tc
𧞍	tf
𧞎	th
𧞏	th
𧞐	ct
𧞑	tj
𧞒	gt
𧞓	tq
𧞔	ta
𧞕	lt
𧞖	tl
𧞗	tt
𧞘	tu
𧞙	vt
𧞚	zt
𧞛	tu
𧞜	pt
𧞝	tr
𧞞	tc
𧞟	td
𧞠	ob
𧞡	bt
𧞢	nt
𧞣	tm
𧞤	tr
𧞥	tb
𧞦	tc
𧞧	tc
𧞨	te
𧞩	tp
𧞪	tp
𧞫	tz
𧞬	tf
𧞭	tq
𧞮	st
𧞯	xt
𧞰	th
𧞱	tt
𧞲	tm
𧞳	tc
𧞴	td
𧞵	tv
𧞶	tn
𧞷	tk
𧞸	tu
𧞹	gt
𧞺	gt
𧞻	tb
𧞼	tt
𧞽	tu
𧞾	tm
𧞿	ts
𧟀	tp
𧟁	tl
𧟂	tf
𧟃	td
𧟅	to
𧟆	tc
𧟇	td
𧟈	tc
𧟉	tv
𧟊	tp
𧟋	ta
𧟌	tu
𧟍	tc
𧟎	to
𧟏	st
𧟐	tc
𧟑	tn
𧟒	tf
𧟓	th
𧟔	to
𧟕	tf
𧟖	tf
𧟗	tn
𧟘	tt
𧟙	tj
𧟚	tc
𧟛	it
𧟜	th
𧟝	tr
𧟞	tt
𧟟	tt
𧟠	vf
𧟡	vf
𧟢	av
𧟣	vo
𧟤	vl
𧟥	vl
𧟦	vl
𧟧	vi
𧟨	vl
𧟩	vv
𧟪	vi
𧟫	vz
𧟬	vf
𧟭	nv
𧟮	vu
𧟯	va
𧟰	nb
𧟱	vr
𧟲	vu
𧟳	vv
𧟴	vz
𧟵	vr
𧟶	vv
𧟷	av
𧟸	vu
𧟹	vn
𧟺	vk
𧟻	vn
𧟼	vg
𧟽	vv
𧟾	va
𧟿	vn
𧠀	vh
𧠁	vu
𧠂	vh
𧠃	vh
𧠄	vq
𧠅	vm
𧠆	te
𧠇	ge
𧠈	re
𧠉	ee
𧠊	ve
𧠋	el
𧠌	el
𧠍	ae
𧠎	fe
𧠏	xe
𧠐	ei
𧠑	ev
𧠒	te
𧠓	me
𧠔	be
𧠕	ej
𧠖	el
𧠗	eo
𧠘	ey
𧠙	ye
𧠚	he
𧠛	se
𧠜	ke
𧠝	je
𧠞	me
𧠟	be
𧠠	de
𧠡	ee
𧠢	fe
𧠣	tz
𧠤	te
𧠥	te
𧠦	eq
𧠧	ie
𧠨	xe
𧠩	le
𧠪	ye
𧠫	ye
𧠬	fe
𧠭	eb
𧠮	ed
𧠯	ge
𧠰	fe
𧠱	ue
𧠲	re
𧠳	ye
𧠴	ek
𧠵	ee
𧠶	ne
𧠷	ae
𧠸	re
𧠹	ge
𧠺	qe
𧠻	es
𧠼	qe
𧠽	we
𧠾	ye
𧠿	ve
𧡀	ze
𧡁	ve
𧡂	ge
𧡃	we
𧡄	ej
𧡅	me
𧡆	qe
𧡇	es
𧡈	de
𧡉	eo
𧡊	je
𧡋	xe
𧡌	me
𧡍	ee
𧡎	pe
𧡏	re
𧡐	oe
𧡑	ye
𧡒	et
𧡓	ye
𧡔	le
𧡕	er
𧡖	ue
𧡗	ie
𧡘	ge
𧡙	le
𧡚	ne
𧡛	ee
𧡜	oe
𧡝	eh
𧡞	je
𧡟	he
𧡠	me
𧡡	we
𧡢	we
𧡣	xe
𧡤	me
𧡥	le
𧡦	te
𧡧	we
𧡨	oe
𧡩	ye
𧡪	ze
𧡫	he
𧡬	ie
𧡭	es
𧡮	ee
𧡯	ve
𧡰	oe
𧡱	xe
𧡲	ae
𧡳	ye
𧡴	xe
𧡵	me
𧡶	oe
𧡷	ea
𧡸	ce
𧡹	ye
𧡺	qe
𧡻	re
𧡼	qe
𧡽	ee
𧡾	ye
𧡿	ie
𧢀	ve
𧢁	ek
𧢂	ne
𧢃	ke
𧢄	ve
𧢅	eh
𧢆	ae
𧢇	ze
𧢈	ae
𧢉	ye
𧢊	ee
𧢋	ze
𧢌	oe
𧢍	fe
𧢎	ee
𧢏	se
𧢐	he
𧢑	eo
𧢒	we
𧢓	we
𧢔	ee
𧢕	ye
𧢖	le
𧢗	be
𧢘	we
𧢙	ea
𧢚	le
𧢛	qo
𧢜	ee
𧢝	xe
𧢞	me
𧢟	le
𧢠	eh
𧢡	eh
𧢢	je
𧢣	ee
𧢤	eh
𧢥	te
𧢦	te
𧢧	ve
𧢨	pe
𧢩	qe
𧢪	he
𧢫	te
𧢬	ge
𧢭	qe
𧢮	fe
𧢯	le
𧢰	le
𧢱	te
𧢲	xj
𧢳	xa
𧢴	xa
𧢵	xa
𧢶	xv
𧢷	xi
𧢸	xu
𧢹	xr
𧢺	xb
𧢻	xq
𧢼	at
𧢽	xv
𧢾	xd
𧢿	xr
𧣀	xh
𧣁	xp
𧣂	xz
𧣃	xm
𧣄	xc
𧣅	vt
𧣆	st
𧣇	xr
𧣈	xq
𧣉	at
𧣊	xt
𧣋	xp
𧣌	ct
𧣍	xo
𧣎	xi
𧣏	xm
𧣐	xl
𧣑	xz
𧣒	xn
𧣓	xn
𧣔	xm
𧣕	xj
𧣖	xv
𧣗	xc
𧣘	xt
𧣙	xi
𧣚	xw
𧣛	xy
𧣜	xf
𧣝	xw
𧣞	xf
𧣟	xe
𧣠	xs
𧣡	lt
𧣢	xi
𧣣	xl
𧣤	xv
𧣥	xp
𧣦	xb
𧣧	xb
𧣨	xf
𧣩	xr
𧣪	xv
𧣫	xp
𧣬	xf
𧣭	xm
𧣮	xy
𧣯	ut
𧣰	xf
𧣱	xi
𧣲	xb
𧣳	xh
𧣴	xp
𧣵	xj
𧣶	xp
𧣷	xd
𧣸	xr
𧣹	xc
𧣺	xn
𧣻	xc
𧣼	xf
𧣽	xu
𧣾	xz
𧣿	xu
𧤀	xy
𧤁	xh
𧤂	gt
𧤃	xl
𧤄	xp
𧤅	pt
𧤆	xy
𧤇	xe
𧤈	xe
𧤉	xv
𧤊	qt
𧤋	xl
𧤌	xl
𧤍	xr
𧤎	xf
𧤏	xq
𧤐	xd
𧤑	pt
𧤒	xt
𧤓	xv
𧤔	xr
𧤕	xy
𧤖	xt
𧤗	xl
𧤘	ot
𧤙	xt
𧤚	xy
𧤛	xx
𧤜	xn
𧤝	xq
𧤞	xl
𧤟	xp
𧤠	xe
𧤡	xh
𧤢	xv
𧤣	xn
𧤤	xv
𧤥	xv
𧤦	xd
𧤧	xr
𧤨	xb
𧤩	xk
𧤪	xv
𧤫	xj
𧤬	xl
𧤭	mq
𧤮	xd
𧤯	xf
𧤰	xj
𧤱	xn
𧤲	xc
𧤳	xt
𧤴	gt
𧤵	xg
𧤶	xh
𧤷	xj
𧤸	xh
𧤹	ut
𧤺	xo
𧤻	xu
𧤼	xe
𧤽	xv
𧤾	xd
𧤿	xh
𧥀	dt
𧥁	xd
